Unnamed: 0,Address,tinh,tinh_cat,qh,qh_cat,px,px_cat,duong,Address_ch,street,ward,district,province,normalized_address
3334,tòa nhà stellar garden,,,,,,,,,tòa nhà stellar garden,,,,tòa nhà stellar garden
3335,khu vực tân uyên bình dương,,,,,,,,,khu vực tân uyên,,,Bình Dương,"khu vực tân uyên, Bình Dương"
3336,"võ văn tần , phường 5 , quận 3",,,,,,,,,võ văn tần phường 5 quận 3,,,,võ văn tần phường 5 quận 3
3337,"đường bùi tá hán , p . an phú , khu đô thị mới an phú an khánh",,,,,,,,,đường bùi tá hán p an phú khu đô thị mới an phú an khánh,,,,đường bùi tá hán p an phú khu đô thị mới an phú an khánh
3338,chung cư times tower,,,,,,,,,chung cư times tower,,,,chung cư times tower
3339,"cộng hòa , phường 12 , tân bình",,,,,,,,,cộng hòa phường 12 tân bình,,,,cộng hòa phường 12 tân bình
3340,"8x plus , trường chinh q . 12",,,,,,,,,8x plus trường chinh q 12,,,,8x plus trường chinh q 12
3341,"mặt tiền đường phan văn hớn , ấp 4 xã xuân thới thượng , hóc môn",,,,,,,,,mặt tiền đường phan văn hớn ấp 4 xã xuân thới thượng hóc môn,,,,mặt tiền đường phan văn hớn ấp 4 xã xuân thới thượng hóc môn
3342,"lý thường kiệt , phường trần hưng đạo , hoàn kiếm , hà nội",,,,,,,,,lý thường kiệt phường trần hưng đạo hoàn kiếm hà nội,,,,lý thường kiệt phường trần hưng đạo hoàn kiếm hà nội
3343,saigon villa hill quận 9,,,,,,,,,saigon villa hill quận 9,,,,saigon villa hill quận 9
3344,đường trần quang diệu,,,,,,,,,đường trần quang diệu,,,,đường trần quang diệu
3345,sài gòn gateway,,,,,,,,,sài gòn gateway,,,,sài gòn gateway
3346,4 thể giao,,,,,,,,,4 thể giao,,,,4 thể giao
3347,eco green sg q7,,,,,,,,,eco green sg q7,,,,eco green sg q7
3348,"số 31 - tt 33 kđt văn phú , hà đông",,,,,,,,,số 31 tt 33 kđt văn phú hà đông,,,,số 31 tt 33 kđt văn phú hà đông
3349,khu phố văn minh,,,,,,,,,khu phố văn minh,,,,khu phố văn minh
3350,"tân phước plaza , lý thường kiệt , p7 , q . 11",,,,,,,,,tân phước plaza lý thường kiệt p7 q 11,,,,tân phước plaza lý thường kiệt p7 q 11
3351,n04 udic hoàng đạo thúy,,,,,,,,,n04 udic hoàng đạo thúy,,,,n04 udic hoàng đạo thúy
3352,tản đà,,,,,,,,,tản đà,,,,tản đà
3353,góc tản đà,,,,,,,,,góc tản đà,,,,góc tản đà
3354,him lam 6a,,,,,,,,,him lam 6a,,,,him lam 6a
3355,"chung cư horizon , 214 trần quang khải , quận 1",,,,,,,,,chung cư horizon 214 trần quang khải quận 1,,,,chung cư horizon 214 trần quang khải quận 1
3356,ngõ rộng hoàng cầu,,,,,,,,,ngõ rộng hoàng cầu,,,,ngõ rộng hoàng cầu
3357,an phú shop villas khu phố,,,,,,,,,an phú shop villas khu phố,,,,an phú shop villas khu phố
3358,"dream land bonanza , 23 duy tân",,,,,,,,,dream land bonanza 23 duy tân,,,,dream land bonanza 23 duy tân
3359,nguyễn hữu dật,,,,,,,,,nguyễn hữu dật,,,,nguyễn hữu dật
3360,"căn hộ cao cấp lacasa 89 hoàng quốc việt , quận 7",,,,,,,,,căn hộ cao cấp lacasa 89 hoàng quốc việt quận 7,,,,căn hộ cao cấp lacasa 89 hoàng quốc việt quận 7
3361,"chung cư bàu cát ii , quận tân bình",,,,,,,,,chung cư bàu cát ii quận tân bình,,,,chung cư bàu cát ii quận tân bình
3362,"ngõ phố trần quốc hoàn , phường dịch vọng hậu , quận cầu giấy , hà nội",,,,,,,,,ngõ phố trần quốc hoàn phường dịch vọng hậu quận cầu giấy hà nội,,,,ngõ phố trần quốc hoàn phường dịch vọng hậu quận cầu giấy hà nội
3363,saigon south residences,,,,,,,,,saigon south residences,,,,saigon south residences
3364,"số nhà 33 ngõ 20 trương định . hai bà trưng , hà nội",,,,,,,,,số nhà 33 ngõ 20 trương định hai bà trưng hà nội,,,,số nhà 33 ngõ 20 trương định hai bà trưng hà nội
3365,thái thịnh,,,,,,,,,thái thịnh,,,,thái thịnh
3366,riverside residence,,,,,,,,,riverside residence,,,,riverside residence
3367,dragon hill 2 cđt phú long,,,,,,,,,dragon hill 2 cđt phú long,,,,dragon hill 2 cđt phú long
3368,"đường phạm văn bạch , p . 15 , tân bình",,,,,,,,,đường phạm văn bạch p 15 tân bình,,,,đường phạm văn bạch p 15 tân bình
3369,"mặt phố trung kính , cầu giấy , hn",,,,,,,,,mặt phố trung kính cầu giấy hn,,,,mặt phố trung kính cầu giấy hn
3370,"hồ văn long , q . bình tân , pbhh",,,,,,,,,hồ văn long q bình tân pbhh,,,,hồ văn long q bình tân pbhh
3371,tòa nhà s4 khu sunshine city,,,,,,,,,tòa nhà s4 khu sunshine city,,,,tòa nhà s4 khu sunshine city
3372,"ấp 7 , xã xuân thới thượng , hóc môn",,,,,,,,,ấp 7 xã xuân thới thượng hóc môn,,,,ấp 7 xã xuân thới thượng hóc môn
3373,"ngõ huế ( phường phố huế , hai bà trưng",,,,,,,,,ngõ huế phường phố huế hai bà trưng,,,,ngõ huế phường phố huế hai bà trưng
3374,ngõ huế,,,,,,,,,ngõ huế,,,,ngõ huế
3375,"mặt tiền đường hòa hảo , phường 4 , quận 10",,,,,,,,,mặt tiền đường hòa hảo phường 4 quận 10,,,,mặt tiền đường hòa hảo phường 4 quận 10
3376,"khu đô thị sala - 10 mai chí thọ , quận 2 , tp hcm",,,,,,,,,khu đô thị sala 10 mai chí thọ quận 2 tp hcm,,,,khu đô thị sala 10 mai chí thọ quận 2 tp hcm
3377,"biệt thự nam thông 2 , p . tân phú , quận 7 , tp . hồ chí minh",,,,,,,,,biệt thự nam thông 2 p tân phú  tp,, Quận 7,Hồ Chí Minh,"biệt thự nam thông 2 p tân phú  tp,  Quận 7, Hồ Chí Minh"
3378,hòa lê green house,,,,,,,,,hòa lê green house,,,,hòa lê green house
3379,"tòa building trung tâm quận 1 , phường bến nghé",,,,,,,,,tòa building trung tâm quận 1 phường bến nghé,,,,tòa building trung tâm quận 1 phường bến nghé
3380,"him lam chợ lớn , 491 hậu giang , phường 11 , quận 6",,,,,,,,,him lam chợ lớn 491  phường 11 quận 6,,,Hậu Giang,"him lam chợ lớn 491  phường 11 quận 6, Hậu Giang"
3381,khu cityland park hills,,,,,,,,,khu cityland park hills,,,,khu cityland park hills
3382,"chung cư chánh hưng giai việt , quận 8",,,,,,,,,chung cư chánh hưng giai việt quận 8,,,,chung cư chánh hưng giai việt quận 8
3383,ngã 6 31 cách mạng tháng 8,,,,,,,,,ngã 6 31 cách mạng tháng 8,,,,ngã 6 31 cách mạng tháng 8
3384,"green field , địa chỉ :",,,,,,,,,green field địa chỉ,,,,green field địa chỉ
3385,"688 xô viết nghệ tĩnh , bình thạnh",,,,,,,,,688 xô viết nghệ tĩnh bình thạnh,,,,688 xô viết nghệ tĩnh bình thạnh
3386,"chung cư ruby land , q tân phú",,,,,,,,,chung cư ruby land q tân phú,,,,chung cư ruby land q tân phú
3387,"chung cư carillon 2 , quận tân phú",,,,,,,,,chung cư carillon 2 quận tân phú,,,,chung cư carillon 2 quận tân phú
3388,"đường nguyễn đình chiểu , phường 4 , quận 3",,,,,,,,,đường nguyễn đình chiểu phường 4 quận 3,,,,đường nguyễn đình chiểu phường 4 quận 3
3389,"chung cư viva riverside , quận 6",,,,,,,,,chung cư viva riverside quận 6,,,,chung cư viva riverside quận 6
3390,estella heights quận 2,,,,,,,,,estella heights quận 2,,,,estella heights quận 2
3391,"khu đặng thai mai , quảng an , tây hồ , hà nội",,,,,,,,,khu đặng thai mai quảng an tây hồ hà nội,,,,khu đặng thai mai quảng an tây hồ hà nội
3392,md complex,,,,,,,,,md complex,,,,md complex
3393,"dự án the estella , quận 2 , hồ chí minh",,,,,,,,,dự án the estella,, Quận 2,Hồ Chí Minh,"dự án the estella,  Quận 2, Hồ Chí Minh"
3394,estella,,,,,,,,,estella,,,,estella
3395,khu chung cư midtown,,,,,,,,,khu chung cư midtown,,,,khu chung cư midtown
3396,"mặt phố hoàng văn thái giao lê trọng tấn , thanh xuân",,,,,,,,,mặt phố hoàng văn thái giao lê trọng tấn thanh xuân,,,,mặt phố hoàng văn thái giao lê trọng tấn thanh xuân
3397,"ngõ 55 đỗ quang , trung hòa , cầu giấy",,,,,,,,,ngõ 55 đỗ quang trung hòa cầu giấy,,,,ngõ 55 đỗ quang trung hòa cầu giấy
3398,"quận 7 , hcm",,,,,,,,,quận 7 hcm,,,,quận 7 hcm
3399,khu làng đại học,,,,,,,,,khu làng đại học,,,,khu làng đại học
3400,trung tâm thành phố hải phòng,,,,,,,,,trung tâm thành phố,,,Hải Phòng,"trung tâm thành phố, Hải Phòng"
3401,chung cư đổng quốc bình - lạch tray,,,,,,,,,chung cư đổng quốc bình lạch tray,,,,chung cư đổng quốc bình lạch tray
3402,"phố lưu hữu phước , mỹ đình 1",,,,,,,,,phố lưu hữu phước mỹ đình 1,,,,phố lưu hữu phước mỹ đình 1
3403,"chung cư tân phước , q . 11",,,,,,,,,chung cư tân phước q 11,,,,chung cư tân phước q 11
3404,"245 phan xích long , phường 7 , quận phú nhuận",,,,,,,,,245 phan xích long phường 7 quận phú nhuận,,,,245 phan xích long phường 7 quận phú nhuận
3405,chung cư cao cấp 2 pn vinhomes dcapitale trần duy hưng 12 tr,,,,,,,,,chung cư cao cấp 2 pn vinhomes dcapitale trần duy hưng 12 tr,,,,chung cư cao cấp 2 pn vinhomes dcapitale trần duy hưng 12 tr
3406,chung cư cao cấp 2 pn,,,,,,,,,chung cư cao cấp 2 pn,,,,chung cư cao cấp 2 pn
3407,vinhomes dcapitale 119 trần duy hưng,,,,,,,,,vinhomes dcapitale 119 trần duy hưng,,,,vinhomes dcapitale 119 trần duy hưng
3408,chung cư sài gòn metro park,,,,,,,,,chung cư sài gòn metro park,,,,chung cư sài gòn metro park
3409,đường nguyễn đình chiểu quận 3,,,,,,,,,đường nguyễn đình chiểu quận 3,,,,đường nguyễn đình chiểu quận 3
3410,chung cư dcapitale trần duy hưng,,,,,,,,,chung cư dcapitale trần duy hưng,,,,chung cư dcapitale trần duy hưng
3411,17 / 20 khu phố 2 đường số 1 phường bình hưng hòa bình tân,,,,,,,,,17 20 khu phố 2 đường số 1 phường bình hưng  tân,,,Hòa Bình,"17 20 khu phố 2 đường số 1 phường bình hưng  tân, Hòa Bình"
3412,"quận tân bình , đường lý thường kiệt , p . 6 , q . tân bình",,,,,,,,,quận tân bình đường lý thường kiệt p 6 q tân bình,,,,quận tân bình đường lý thường kiệt p 6 q tân bình
3413,tháp canary,,,,,,,,,tháp canary,,,,tháp canary
3414,"thạnh xuân 48 , p . thạnh xuân , quận 12",,,,,,,,,thạnh xuân 48 p thạnh xuân quận 12,,,,thạnh xuân 48 p thạnh xuân quận 12
3415,"khu đô thị lakeview city , phường an phú , quận 2",,,,,,,,,khu đô thị lakeview city phường an phú quận 2,,,,khu đô thị lakeview city phường an phú quận 2
3416,"số 31 / 14 phan huy ích , phường 15 , quận tân bình , hcm",,,,,,,,,số 31 14 phan huy ích phường 15 quận tân bình hcm,,,,số 31 14 phan huy ích phường 15 quận tân bình hcm
3417,nguyễn văn trỗi - phú nhuận,,,,,,,,,nguyễn văn trỗi phú nhuận,,,,nguyễn văn trỗi phú nhuận
3418,chung cư cao cấp the eastern,,,,,,,,,chung cư cao cấp the eastern,,,,chung cư cao cấp the eastern
3419,"hẻm 69 d2 , p25 , bình thạnh",,,,,,,,,hẻm 69 d2 p25 bình thạnh,,,,hẻm 69 d2 p25 bình thạnh
3420,chung cư cao cấp kingston phú nhuận,,,,,,,,,chung cư cao cấp kingston phú nhuận,,,,chung cư cao cấp kingston phú nhuận
3421,kingston,,,,,,,,,kingston,,,,kingston
3422,2 mặt tiền đường 23 / 10,,,,,,,,,2 mặt tiền đường 23 10,,,,2 mặt tiền đường 23 10
3423,"khu k300 , đường c18 , phường 12 , quận tân bình",,,,,,,,,khu k300 đường c18 phường 12 quận tân bình,,,,khu k300 đường c18 phường 12 quận tân bình
3424,mặt tiền đường chợ lớn,,,,,,,,,mặt tiền đường chợ lớn,,,,mặt tiền đường chợ lớn
3425,"chung cư jamona bùi văn ba , q7",,,,,,,,,chung cư jamona bùi văn ba q7,,,,chung cư jamona bùi văn ba q7
3426,"dự án vinhomes smart city , tây mỗ - đại mỗ",,,,,,,,,dự án vinhomes smart city tây mỗ đại mỗ,,,,dự án vinhomes smart city tây mỗ đại mỗ
3427,quận 9 phường phú hữu,,,,,,,,,quận 9 phường phú hữu,,,,quận 9 phường phú hữu
3428,phố hoàng cầu,,,,,,,,,phố hoàng cầu,,,,phố hoàng cầu
3429,palm heights - khu palm city,,,,,,,,,palm heights khu palm city,,,,palm heights khu palm city
3430,"hưng vượng 2 , phú mỹ hưng , q7",,,,,,,,,hưng vượng 2 phú mỹ hưng q7,,,,hưng vượng 2 phú mỹ hưng q7
3431,khu chung cư hoàng huy,,,,,,,,,khu chung cư hoàng huy,,,,khu chung cư hoàng huy
3432,tháp orchid,,,,,,,,,tháp orchid,,,,tháp orchid
3433,khu k26 chung cư ba son,,,,,,,,,khu k26 chung cư ba son,,,,khu k26 chung cư ba son
3434,"lô d38 an thượng 34 , ngũ hành sơn , đà nẵng",,,,,,,,,lô d38 an thượng 34 ngũ hành sơn,,,Đà Nẵng,"lô d38 an thượng 34 ngũ hành sơn, Đà Nẵng"
3435,"mỹ thái , phú mỹ hưng , q . 7",,,,,,,,,mỹ thái phú mỹ hưng q 7,,,,mỹ thái phú mỹ hưng q 7
3436,quận gò vấp thuộc kdc cityland center hills phường 7 gò vấp,,,,,,,,,quận gò vấp thuộc kdc cityland center hills phường 7 gò vấp,,,,quận gò vấp thuộc kdc cityland center hills phường 7 gò vấp
3437,"kcn hải sơn , long an",,,,,,,,,kcn hải sơn,,,Long An,"kcn hải sơn, Long An"
3438,"30 tháng 4 , cần thơ",,,,,,,,,30 tháng 4,,,Cần Thơ,"30 tháng 4, Cần Thơ"
3439,trung tâm đường 30 / 4,,,,,,,,,trung tâm đường 30 4,,,,trung tâm đường 30 4
3440,"tòa ct 1 khu đô thị mỹ đình sông đà , nam từ liêm , hà nội",,,,,,,,,tòa ct 1 khu đô thị mỹ đình sông đà nam từ liêm hà nội,,,,tòa ct 1 khu đô thị mỹ đình sông đà nam từ liêm hà nội
3441,đường tân hòa đông,,,,,,,,,đường tân hòa đông,,,,đường tân hòa đông
3442,chung cư tân hòa đông,,,,,,,,,chung cư tân hòa đông,,,,chung cư tân hòa đông
3443,"đường ấp bắc , mỹ tho",,,,,,,,,đường ấp bắc mỹ tho,,,,đường ấp bắc mỹ tho
3444,vinhomes gardenia hàm nghi,,,,,,,,,vinhomes gardenia hàm nghi,,,,vinhomes gardenia hàm nghi
3445,"số 16 , dự án lovera park",,,,,,,,,số 16 dự án lovera park,,,,số 16 dự án lovera park
3446,ngõ 325 / 69 kim ngưu,,,,,,,,,ngõ 325 69 kim ngưu,,,,ngõ 325 69 kim ngưu
3447,"ngõ phố tô ngọc vân , tây hồ , hn",,,,,,,,,ngõ phố tô ngọc vân tây hồ hn,,,,ngõ phố tô ngọc vân tây hồ hn
3448,chung cư đổng quốc bình,,,,,,,,,chung cư đổng quốc bình,,,,chung cư đổng quốc bình
3449,chung cư đqb,,,,,,,,,chung cư đqb,,,,chung cư đqb
3450,"chung cư charmington la pointe , 181 cao thắng , p12 , q10",,,,,,,,,chung cư charmington la pointe 181 cao thắng p12 q10,,,,chung cư charmington la pointe 181 cao thắng p12 q10
3451,lucky q6,,,,,,,,,lucky q6,,,,lucky q6
3452,đường nguyễn hiền,,,,,,,,,đường nguyễn hiền,,,,đường nguyễn hiền
3453,cần thơ,,,,,,,,,,,,Cần Thơ,Cần Thơ
3454,đại lộ hòa bình,,,,,,,,,đại lộ,,,Hòa Bình,"đại lộ, Hòa Bình"
3455,chung cư saigonland,,,,,,,,,chung cư saigonland,,,,chung cư saigonland
3456,"số nhà 18 , ngõ 351 , đường âu cơ , tây hồ",,,,,,,,,số nhà 18 ngõ 351 đường âu cơ tây hồ,,,,số nhà 18 ngõ 351 đường âu cơ tây hồ
3457,"đường hoàng hoa thám , đà nẵng",,,,,,,,,đường hoàng hoa thám,,,Đà Nẵng,"đường hoàng hoa thám, Đà Nẵng"
3458,chung cư cao cấp thăng long number one,,,,,,,,,chung cư cao cấp thăng long number one,,,,chung cư cao cấp thăng long number one
3459,"ngõ 208 phố lê trọng tấn , thanh xuân , hà nội",,,,,,,,,ngõ 208 phố lê trọng tấn thanh xuân hà nội,,,,ngõ 208 phố lê trọng tấn thanh xuân hà nội
3460,quang trung p10,,,,,,,,,quang trung p10,,,,quang trung p10
3461,"đường bình lợi , p . 13 , q . bình thạnh",,,,,,,,,đường bình lợi p 13 q bình thạnh,,,,đường bình lợi p 13 q bình thạnh
3462,"happy valley , đường nguyễn văn linh , phú mỹ hưng , q7",,,,,,,,,happy valley đường nguyễn văn linh phú mỹ hưng q7,,,,happy valley đường nguyễn văn linh phú mỹ hưng q7
3463,đường sư vạn hạnh - p . 12 - quận 10,,,,,,,,,đường sư vạn hạnh p 12 quận 10,,,,đường sư vạn hạnh p 12 quận 10
3464,"hẻm 110 bà hom , p13 , q6",,,,,,,,,hẻm 110 bà hom p13 q6,,,,hẻm 110 bà hom p13 q6
3465,"110 / 50 bà hom , p13 , q6",,,,,,,,,110 50 bà hom p13 q6,,,,110 50 bà hom p13 q6
3466,"mỹ thái , phú mỹ hưng , quận 7",,,,,,,,,mỹ thái phú mỹ hưng quận 7,,,,mỹ thái phú mỹ hưng quận 7
3467,"tái định cư linh sơn , bình yên",,,,,,,,,tái định cư linh sơn bình yên,,,,tái định cư linh sơn bình yên
3468,chung cư mon city,,,,,,,,,chung cư mon city,,,,chung cư mon city
3469,quận nam từ liêm,,,,,,,,,quận nam từ liêm,,,,quận nam từ liêm
3470,sapphire 2 goldmark city,,,,,,,,,sapphire 2 goldmark city,,,,sapphire 2 goldmark city
3471,mặt tiền : võ nguyên giáp,,,,,,,,,mặt tiền võ nguyên giáp,,,,mặt tiền võ nguyên giáp
3472,"emerald , celadon city đường n4 , phường sơn kỳ , quận tân phú",,,,,,,,,emerald celadon city đường n4 phường sơn kỳ quận tân phú,,,,emerald celadon city đường n4 phường sơn kỳ quận tân phú
